variant,temperature,corpus,sdg,weighted_attention,weighted_attention_share,hard_attention_share_if_available,difference_from_hard_if_available
raw_softmax,0.05,research,8,98128.153273,0.038577,0.018228,0.020349
raw_softmax,0.05,policy,8,46.738895,0.01903,0.011401,0.007629
raw_softmax,0.05,research,9,255252.69886,0.100347,0.142829,-0.042482
raw_softmax,0.05,policy,9,96.512315,0.039297,0.03013,0.009167
raw_softmax,0.05,research,10,64602.070131,0.025397,0.006224,0.019173
raw_softmax,0.05,policy,10,34.580327,0.01408,0.000814,0.013266
raw_softmax,0.05,research,11,180915.521686,0.071123,0.077127,-0.006004
raw_softmax,0.05,policy,11,50.686521,0.020638,0.035423,-0.014785
raw_softmax,0.05,research,12,131463.562324,0.051682,0.037825,0.013857
raw_softmax,0.05,policy,12,47.624795,0.019391,0.004479,0.014912
raw_softmax,0.05,research,13,99118.092011,0.038966,0.020028,0.018938
raw_softmax,0.05,policy,13,450.718872,0.183517,0.155537,0.02798
raw_softmax,0.05,research,14,109127.553387,0.042901,0.034446,0.008455
raw_softmax,0.05,policy,14,55.42732,0.022568,0.002036,0.020532
raw_softmax,0.05,research,15,122207.253222,0.048043,0.039452,0.008591
raw_softmax,0.05,policy,15,52.254091,0.021276,0.002443,0.018833
raw_softmax,0.05,research,16,166151.263569,0.065319,0.074819,-0.0095
raw_softmax,0.05,policy,16,425.866374,0.173398,0.125814,0.047584
raw_softmax,0.05,research,17,78211.464014,0.030747,0.008055,0.022692
raw_softmax,0.05,policy,17,797.603728,0.324757,0.593648,-0.268891
raw_softmax,0.1,research,1,107363.510654,0.042208,0.006102,0.036106
raw_softmax,0.1,policy,1,110.046308,0.044807,0.013844,0.030963
raw_softmax,0.1,research,2,121678.664987,0.047835,0.030593,0.017242
raw_softmax,0.1,policy,2,94.097125,0.038313,0.006515,0.031798
raw_softmax,0.1,research,3,215719.095615,0.084805,0.2172,-0.132395
raw_softmax,0.1,policy,3,65.388589,0.026624,0.003257,0.023367
raw_softmax,0.1,research,4,257388.153885,0.101187,0.159668,-0.058481
raw_softmax,0.1,policy,4,61.042025,0.024854,0.000814,0.02404
raw_softmax,0.1,research,5,128624.636545,0.050566,0.022973,0.027593
raw_softmax,0.1,policy,5,108.876705,0.044331,0.007329,0.037002
raw_softmax,0.1,research,6,129149.383451,0.050772,0.025802,0.02497
